pokedex_number,name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_experience,growth_rate,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy
649,Genesect,5,0,0,1,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,1,Download,,,600.0,71.0,120.0,95.0,120.0,95.0,99.0,3.0,270.0,Slow,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
650,Chespin,6,0,0,0,Spiny Nut Pokémon,1,Grass,,0.4,9.0,2,Overgrow,,Bulletproof,313.0,56.0,61.0,65.0,48.0,45.0,38.0,45.0,63.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
651,Quilladin,6,0,0,0,Spiny Armor Pokémon,1,Grass,,0.7,29.0,2,Overgrow,,Bulletproof,405.0,61.0,78.0,95.0,56.0,58.0,57.0,45.0,142.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
652,Chesnaught,6,0,0,0,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90.0,2,Overgrow,,Bulletproof,530.0,88.0,107.0,122.0,74.0,75.0,64.0,45.0,239.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
653,Fennekin,6,0,0,0,Fox Pokémon,1,Fire,,0.4,9.4,2,Blaze,,Magician,307.0,40.0,45.0,40.0,62.0,60.0,60.0,45.0,61.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
654,Braixen,6,0,0,0,Fox Pokémon,1,Fire,,1.0,14.5,2,Blaze,,Magician,409.0,59.0,59.0,58.0,90.0,70.0,73.0,45.0,143.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
655,Delphox,6,0,0,0,Fox Pokémon,2,Fire,Psychic,1.5,39.0,2,Blaze,,Magician,534.0,75.0,69.0,72.0,114.0,100.0,104.0,45.0,240.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
656,Froakie,6,0,0,0,Bubble Frog Pokémon,1,Water,,0.3,7.0,2,Torrent,,Protean,314.0,41.0,56.0,40.0,62.0,44.0,71.0,45.0,63.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
657,Frogadier,6,0,0,0,Bubble Frog Pokémon,1,Water,,0.6,10.9,2,Torrent,,Protean,405.0,54.0,63.0,52.0,83.0,56.0,97.0,45.0,142.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
658,Greninja,6,0,0,0,Ninja Pokémon,2,Water,Dark,1.5,40.0,2,Torrent,,Protean,530.0,72.0,95.0,67.0,103.0,71.0,122.0,45.0,239.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
658,Ash-Greninja,6,0,0,0,Ninja Pokémon,2,Water,Dark,1.5,40.0,1,Battle Bond,,,640.0,72.0,145.0,67.0,153.0,71.0,132.0,45.0,288.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
659,Bunnelby,6,0,0,0,Digging Pokémon,1,Normal,,0.4,5.0,3,Pickup,Cheek Pouch,Huge Power,237.0,38.0,36.0,38.0,32.0,36.0,57.0,255.0,47.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
660,Diggersby,6,0,0,0,Digging Pokémon,2,Normal,Ground,1.0,42.4,3,Pickup,Cheek Pouch,Huge Power,423.0,85.0,56.0,77.0,50.0,77.0,78.0,127.0,148.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0
661,Fletchling,6,0,0,0,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,278.0,45.0,50.0,43.0,40.0,38.0,62.0,255.0,56.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
662,Fletchinder,6,0,0,0,Ember Pokémon,2,Fire,Flying,0.7,16.0,2,Flame Body,,Gale Wings,382.0,62.0,73.0,55.0,56.0,52.0,84.0,120.0,134.0,Medium Slow,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
663,Talonflame,6,0,0,0,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,499.0,78.0,81.0,71.0,74.0,69.0,126.0,45.0,175.0,Medium Slow,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
664,Scatterbug,6,0,0,0,Scatterdust Pokémon,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200.0,38.0,35.0,40.0,27.0,25.0,35.0,255.0,40.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
665,Spewpa,6,0,0,0,Scatterdust Pokémon,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,213.0,45.0,22.0,60.0,27.0,30.0,29.0,120.0,75.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
666,Vivillon,6,0,0,0,Scale Pokémon,2,Bug,Flying,1.2,17.0,3,Shield Dust,Compound Eyes,Friend Guard,411.0,80.0,52.0,50.0,90.0,50.0,89.0,45.0,185.0,Medium Fast,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
667,Litleo,6,0,0,0,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369.0,62.0,50.0,58.0,73.0,54.0,72.0,220.0,74.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
668,Pyroar,6,0,0,0,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507.0,86.0,68.0,72.0,109.0,66.0,106.0,65.0,177.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
669,Flabébé,6,0,0,0,Single Bloom Pokémon,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,303.0,44.0,38.0,39.0,61.0,79.0,42.0,225.0,61.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
670,Floette,6,0,0,0,Single Bloom Pokémon,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,371.0,54.0,45.0,47.0,75.0,98.0,52.0,120.0,130.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
671,Florges,6,0,0,0,Garden Pokémon,1,Fairy,,1.1,10.0,2,Flower Veil,,Symbiosis,552.0,78.0,65.0,68.0,112.0,154.0,75.0,45.0,248.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
672,Skiddo,6,0,0,0,Mount Pokémon,1,Grass,,0.9,31.0,2,Sap Sipper,,Grass Pelt,350.0,66.0,65.0,48.0,62.0,57.0,52.0,200.0,70.0,Medium Fast,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
673,Gogoat,6,0,0,0,Mount Pokémon,1,Grass,,1.7,91.0,2,Sap Sipper,,Grass Pelt,531.0,123.0,100.0,62.0,97.0,81.0,68.0,45.0,186.0,Medium Fast,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
674,Pancham,6,0,0,0,Playful Pokémon,1,Fighting,,0.6,8.0,3,Iron Fist,Mold Breaker,Scrappy,348.0,67.0,82.0,62.0,46.0,48.0,43.0,220.0,70.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
675,Pangoro,6,0,0,0,Daunting Pokémon,2,Fighting,Dark,2.1,136.0,3,Iron Fist,Mold Breaker,Scrappy,495.0,95.0,124.0,78.0,69.0,71.0,58.0,65.0,173.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
676,Furfrou,6,0,0,0,Poodle Pokémon,1,Normal,,1.2,28.0,1,Fur Coat,,,472.0,75.0,80.0,60.0,65.0,90.0,102.0,160.0,165.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
677,Espurr,6,0,0,0,Restraint Pokémon,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355.0,62.0,48.0,54.0,63.0,60.0,68.0,190.0,71.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
678,Meowstic Male,6,0,0,0,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466.0,74.0,48.0,76.0,83.0,81.0,104.0,75.0,163.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
678,Meowstic Female,6,0,0,0,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,466.0,74.0,48.0,76.0,83.0,81.0,104.0,75.0,163.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
679,Honedge,6,0,0,0,Sword Pokémon,2,Steel,Ghost,0.8,2.0,1,No Guard,,,325.0,45.0,80.0,100.0,35.0,37.0,28.0,180.0,65.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
680,Doublade,6,0,0,0,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,,,448.0,59.0,110.0,150.0,45.0,49.0,35.0,90.0,157.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
681,Aegislash Blade Forme,6,0,0,0,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,1,Stance Change,,,520.0,60.0,150.0,50.0,150.0,50.0,60.0,45.0,234.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
681,Aegislash Shield Forme,6,0,0,0,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,1,Stance Change,,,520.0,60.0,50.0,150.0,50.0,150.0,60.0,45.0,234.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
682,Spritzee,6,0,0,0,Perfume Pokémon,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,341.0,78.0,52.0,60.0,63.0,65.0,23.0,200.0,68.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
683,Aromatisse,6,0,0,0,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462.0,101.0,72.0,72.0,99.0,89.0,29.0,140.0,162.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
684,Swirlix,6,0,0,0,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341.0,62.0,48.0,66.0,59.0,57.0,49.0,200.0,68.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
685,Slurpuff,6,0,0,0,Meringue Pokémon,1,Fairy,,0.8,5.0,2,Sweet Veil,,Unburden,480.0,82.0,80.0,86.0,85.0,75.0,72.0,140.0,168.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
686,Inkay,6,0,0,0,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288.0,53.0,54.0,53.0,37.0,46.0,45.0,190.0,58.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
687,Malamar,6,0,0,0,Overturning Pokémon,2,Dark,Psychic,1.5,47.0,3,Contrary,Suction Cups,Infiltrator,482.0,86.0,92.0,88.0,68.0,75.0,73.0,80.0,169.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
688,Binacle,6,0,0,0,Two-Handed Pokémon,2,Rock,Water,0.5,31.0,3,Sniper,Tough Claws,Pickpocket,306.0,42.0,52.0,67.0,39.0,56.0,50.0,120.0,61.0,Medium Fast,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
689,Barbaracle,6,0,0,0,Collective Pokémon,2,Rock,Water,1.3,96.0,3,Sniper,Tough Claws,Pickpocket,500.0,72.0,105.0,115.0,54.0,86.0,68.0,45.0,175.0,Medium Fast,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
690,Skrelp,6,0,0,0,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320.0,50.0,60.0,60.0,60.0,60.0,30.0,225.0,64.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
691,Dragalge,6,0,0,0,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494.0,65.0,75.0,90.0,97.0,123.0,44.0,55.0,173.0,Medium Fast,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
692,Clauncher,6,0,0,0,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,,,330.0,50.0,53.0,62.0,58.0,63.0,44.0,225.0,66.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
693,Clawitzer,6,0,0,0,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,,,500.0,71.0,73.0,88.0,120.0,89.0,59.0,55.0,100.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
694,Helioptile,6,0,0,0,Generator Pokémon,2,Electric,Normal,0.5,6.0,3,Dry Skin,Sand Veil,Solar Power,289.0,44.0,38.0,33.0,61.0,43.0,70.0,190.0,58.0,Medium Fast,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
695,Heliolisk,6,0,0,0,Generator Pokémon,2,Electric,Normal,1.0,21.0,3,Dry Skin,Sand Veil,Solar Power,481.0,62.0,55.0,52.0,109.0,94.0,109.0,75.0,168.0,Medium Fast,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
696,Tyrunt,6,0,0,0,Royal Heir Pokémon,2,Rock,Dragon,0.8,26.0,2,Strong Jaw,,Sturdy,362.0,58.0,89.0,77.0,45.0,45.0,48.0,45.0,72.0,Medium Fast,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
697,Tyrantrum,6,0,0,0,Despot Pokémon,2,Rock,Dragon,2.5,270.0,2,Strong Jaw,,Rock Head,521.0,82.0,121.0,119.0,69.0,59.0,71.0,45.0,182.0,Medium Fast,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
698,Amaura,6,0,0,0,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362.0,77.0,59.0,50.0,67.0,63.0,46.0,45.0,72.0,Medium Fast,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
699,Aurorus,6,0,0,0,Tundra Pokémon,2,Rock,Ice,2.7,225.0,2,Refrigerate,,Snow Warning,521.0,123.0,77.0,72.0,99.0,92.0,58.0,45.0,104.0,Medium Fast,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
700,Sylveon,6,0,0,0,Intertwining Pokémon,1,Fairy,,1.0,23.5,2,Cute Charm,,Pixilate,525.0,95.0,65.0,65.0,110.0,130.0,60.0,45.0,184.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
701,Hawlucha,6,0,0,0,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500.0,78.0,92.0,75.0,74.0,63.0,118.0,100.0,175.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
702,Dedenne,6,0,0,0,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431.0,67.0,58.0,57.0,81.0,67.0,101.0,180.0,151.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
703,Carbink,6,0,0,0,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500.0,50.0,50.0,150.0,50.0,150.0,50.0,60.0,100.0,Slow,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
704,Goomy,6,0,0,0,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300.0,45.0,50.0,35.0,55.0,75.0,40.0,45.0,60.0,Slow,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
705,Sliggoo,6,0,0,0,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452.0,68.0,75.0,53.0,83.0,113.0,60.0,45.0,158.0,Slow,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
706,Goodra,6,0,0,0,Dragon Pokémon,1,Dragon,,2.0,150.5,3,Sap Sipper,Hydration,Gooey,600.0,90.0,100.0,70.0,110.0,150.0,80.0,45.0,270.0,Slow,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
707,Klefki,6,0,0,0,Key Ring Pokémon,2,Steel,Fairy,0.2,3.0,2,Prankster,,Magician,470.0,57.0,80.0,91.0,80.0,87.0,75.0,75.0,165.0,Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
708,Phantump,6,0,0,0,Stump Pokémon,2,Ghost,Grass,0.4,7.0,3,Natural Cure,Frisk,Harvest,309.0,43.0,70.0,48.0,50.0,60.0,38.0,120.0,62.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
709,Trevenant,6,0,0,0,Elder Tree Pokémon,2,Ghost,Grass,1.5,71.0,3,Natural Cure,Frisk,Harvest,474.0,85.0,110.0,76.0,65.0,82.0,56.0,60.0,166.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
710,Pumpkaboo Average Size,6,0,0,0,Pumpkin Pokémon,2,Ghost,Grass,0.4,5.0,3,Pickup,Frisk,Insomnia,335.0,49.0,66.0,70.0,44.0,55.0,51.0,120.0,67.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
710,Pumpkaboo Small Size,6,0,0,0,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335.0,44.0,66.0,70.0,44.0,55.0,56.0,120.0,67.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
710,Pumpkaboo Large Size,6,0,0,0,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335.0,54.0,66.0,70.0,44.0,55.0,46.0,120.0,67.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
710,Pumpkaboo Super Size,6,0,0,0,Pumpkin Pokémon,2,Ghost,Grass,0.8,15.0,3,Pickup,Frisk,Insomnia,335.0,59.0,66.0,70.0,44.0,55.0,41.0,120.0,67.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
711,Gourgeist Average Size,6,0,0,0,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494.0,65.0,90.0,122.0,58.0,75.0,84.0,60.0,173.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
711,Gourgeist Small Size,6,0,0,0,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494.0,55.0,85.0,122.0,58.0,75.0,99.0,60.0,173.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
711,Gourgeist Large Size,6,0,0,0,Pumpkin Pokémon,2,Ghost,Grass,1.1,14.0,3,Pickup,Frisk,Insomnia,494.0,75.0,95.0,122.0,58.0,75.0,69.0,60.0,173.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
711,Gourgeist Super Size,6,0,0,0,Pumpkin Pokémon,2,Ghost,Grass,1.7,39.0,3,Pickup,Frisk,Insomnia,494.0,85.0,100.0,122.0,58.0,75.0,54.0,60.0,173.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
712,Bergmite,6,0,0,0,Ice Chunk Pokémon,1,Ice,,1.0,99.5,3,Own Tempo,Ice Body,Sturdy,304.0,55.0,69.0,85.0,32.0,35.0,28.0,190.0,61.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
713,Avalugg,6,0,0,0,Iceberg Pokémon,1,Ice,,2.0,505.0,3,Own Tempo,Ice Body,Sturdy,514.0,95.0,117.0,184.0,44.0,46.0,28.0,55.0,180.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
714,Noibat,6,0,0,0,Sound Wave Pokémon,2,Flying,Dragon,0.5,8.0,3,Frisk,Infiltrator,Telepathy,245.0,40.0,30.0,35.0,45.0,40.0,55.0,190.0,49.0,Medium Fast,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
715,Noivern,6,0,0,0,Sound Wave Pokémon,2,Flying,Dragon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535.0,85.0,70.0,80.0,97.0,80.0,123.0,45.0,187.0,Medium Fast,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
716,Xerneas,6,0,1,0,Life Pokémon,1,Fairy,,3.0,215.0,1,Fairy Aura,,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,306.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
